ID,Produto,Data de Fabricação,Data Entrega,Tempo entrega,Status,Motivo devolução,Tempo Resolução,Nível de Satisfação
3776,Tapete,12/03/2023,14/03/2023,2,Aceito,,,4
3777,Quadro decorativo,13/03/2023,15/03/2023,2,Aceito,,,5
3778,Estante,13/03/2023,15/03/2023,2,Aceito,,,4
3779,Sofá,13/03/2023,17/03/2023,4,Aceito,,,3
3780,Luminária,13/03/2023,17/03/2023,4,Rejeitado,Danificado durante o transporte,3,2
3781,Estante,13/03/2023,17/03/2023,4,Aceito,,,5
3782,Luminária,14/03/2023,22/03/2023,8,Aceito,,,5
3783,Cortina,15/03/2023,19/03/2023,4,Aceito,,,5
3784,Tapete,15/03/2023,18/03/2023,3,Aceito,,,4
3785,Luminária,15/03/2023,19/03/2023,4,Rejeitado,Defeito no produto,6,1
3786,Luminária,16/03/2023,20/03/2023,4,Rejeitado,Insatisfação com Qualidade,6,2
3787,Quadro decorativo,16/03/2023,20/03/2023,4,Aceito,,,3
3788,Tapete,16/03/2023,21/03/2023,5,Aceito,,,3
3789,Luminária,17/03/2023,22/03/2023,5,Rejeitado,Defeito no produto,2,1
3790,Estante,17/03/2023,20/03/2023,3,Aceito,,,3
3791,Luminária,17/03/2023,20/03/2023,3,Aceito,,,5
3792,Armário,17/03/2023,22/03/2023,5,Rejeitado,Defeito no produto,1,1
3793,Cadeira de escritório,17/03/2023,20/03/2023,3,Rejeitado,Danificado durante o transporte,5,1
3794,Mesa de jantar,17/03/2023,19/03/2023,2,Aceito,,,5
3795,Quadro decorativo,17/03/2023,20/03/2023,3,Aceito,,,3
3796,Tapete,18/03/2023,23/03/2023,5,Rejeitado,Danificado durante o transporte,4,2
3797,Sofá,18/03/2023,22/03/2023,4,Aceito,,,4
3798,Mesa de jantar,18/03/2023,24/03/2023,6,Rejeitado,Insatisfação com Qualidade,2,2
3799,Cortina,19/03/2023,25/03/2023,6,Aceito,,,3
3800,Luminária,19/03/2023,24/03/2023,5,Aceito,,,4
3801,Estante,20/03/2023,23/03/2023,3,Aceito,,,5
3802,Cama,20/03/2023,23/03/2023,3,Rejeitado,Danificado durante o transporte,6,5
3803,Armário,21/03/2023,25/03/2023,4,Aceito,,,3
3804,Sofá,21/03/2023,27/03/2023,6,Aceito,,,3
3805,Quadro decorativo,21/03/2023,24/03/2023,3,Aceito,,,4
3806,Quadro decorativo,22/03/2023,27/03/2023,5,Aceito,,,1
3807,Estante,22/03/2023,28/03/2023,6,Rejeitado,Defeito no produto,6,2
3808,Cortina,22/03/2023,25/03/2023,3,Aceito,,,5
3809,Sofá,23/03/2023,31/03/2023,8,Aceito,,,5
3810,Tapete,23/03/2023,29/03/2023,6,Aceito,,,4
3811,Estante,23/03/2023,30/03/2023,7,Aceito,,,5
3812,Armário,23/03/2023,27/03/2023,4,Rejeitado,Danificado durante o transporte,5,2
3813,Tapete,23/03/2023,31/03/2023,8,Aceito,,,5
3814,Armário,24/03/2023,28/03/2023,4,Aceito,,,4
3815,Cortina,24/03/2023,28/03/2023,4,Aceito,,,4
3816,Quadro decorativo,25/03/2023,26/03/2023,1,Rejeitado,Danificado durante o transporte,2,1
3817,Mesa de jantar,25/03/2023,28/03/2023,3,Aceito,,,3
3818,Quadro decorativo,25/03/2023,29/03/2023,4,Rejeitado,Danificado durante o transporte,4,1
3819,Estante,26/03/2023,30/03/2023,4,Aceito,,,5
3820,Cortina,26/03/2023,30/03/2023,4,Aceito,,,4
3821,Armário,27/03/2023,30/03/2023,3,Aceito,,,4
3822,Armário,27/03/2023,29/03/2023,2,Rejeitado,Danificado durante o transporte,6,2
3823,Estante,27/03/2023,30/03/2023,3,Rejeitado,Defeito no produto,2,2
3824,Armário,27/03/2023,31/03/2023,4,Aceito,,,5
3825,Cama,28/03/2023,03/04/2023,6,Aceito,,,5
3826,Sofá,29/03/2023,02/04/2023,4,Aceito,,,5
3827,Cadeira de escritório,29/03/2023,02/04/2023,4,Aceito,,,3
3828,Tapete,31/03/2023,02/04/2023,2,Aceito,,,3
3829,Armário,31/03/2023,03/04/2023,3,Aceito,,,4
3830,Cortina,31/03/2023,05/04/2023,5,Aceito,,,5
3831,Sofá,31/03/2023,04/04/2023,4,Rejeitado,Danificado durante o transporte,4,2
3832,Estante,31/03/2023,03/04/2023,3,Aceito,,,4
3833,Sofá,01/04/2023,05/04/2023,4,Aceito,,,5
3834,Cama,01/04/2023,04/04/2023,3,Rejeitado,Defeito no produto,6,5
3835,Tapete,02/04/2023,05/04/2023,3,Aceito,,,3
3836,Mesa de jantar,02/04/2023,06/04/2023,4,Rejeitado,Insatisfação com Qualidade,1,2
3837,Luminária,03/04/2023,06/04/2023,3,Rejeitado,Danificado durante o transporte,2,2
3838,Quadro decorativo,03/04/2023,09/04/2023,6,Aceito,,,5
3839,Armário,03/04/2023,05/04/2023,2,Aceito,,,5
3840,Mesa de jantar,03/04/2023,07/04/2023,4,Aceito,,,5
3841,Sofá,03/04/2023,05/04/2023,2,Aceito,,,4
3842,Tapete,04/04/2023,12/04/2023,8,Rejeitado,Danificado durante o transporte,2,1
3843,Cama,04/04/2023,11/04/2023,7,Aceito,,,5
3844,Mesa de jantar,04/04/2023,08/04/2023,4,Rejeitado,Insatisfação com Qualidade,4,1
3845,Estante,04/04/2023,12/04/2023,8,Rejeitado,Danificado durante o transporte,1,2
3846,Estante,04/04/2023,07/04/2023,3,Aceito,,,4
3847,Mesa de jantar,05/04/2023,11/04/2023,6,Aceito,,,5
3848,Tapete,06/04/2023,12/04/2023,6,Aceito,,,5
3849,Mesa de jantar,06/04/2023,10/04/2023,4,Aceito,,,4
3850,Quadro decorativo,06/04/2023,10/04/2023,4,Aceito,,,5
3851,Luminária,06/04/2023,10/04/2023,4,Aceito,,,5
3852,Sofá,07/04/2023,11/04/2023,4,Aceito,,,5
3853,Quadro decorativo,08/04/2023,10/04/2023,2,Rejeitado,Danificado durante o transporte,6,2
3854,Sofá,09/04/2023,14/04/2023,5,Aceito,,,5
3855,Estante,09/04/2023,13/04/2023,4,Aceito,,,3
3856,Quadro decorativo,09/04/2023,12/04/2023,3,Rejeitado,Danificado durante o transporte,2,2
3857,Cortina,09/04/2023,11/04/2023,2,Aceito,,,4
3858,Cortina,09/04/2023,10/04/2023,1,Aceito,,,5
3859,Quadro decorativo,11/04/2023,14/04/2023,3,Aceito,,,5
3860,Sofá,11/04/2023,18/04/2023,7,Aceito,,,5
3861,Sofá,11/04/2023,14/04/2023,3,Rejeitado,Defeito no produto,5,1
3862,Armário,11/04/2023,14/04/2023,3,Aceito,,,5
3863,Sofá,11/04/2023,16/04/2023,5,Rejeitado,Danificado durante o transporte,3,2
3864,Luminária,11/04/2023,17/04/2023,6,Rejeitado,Danificado durante o transporte,6,1
3865,Estante,11/04/2023,15/04/2023,4,Aceito,,,5
3866,Cama,11/04/2023,13/04/2023,2,Aceito,,,5
3867,Cama,12/04/2023,20/04/2023,8,Aceito,,,4
3868,Cama,13/04/2023,19/04/2023,6,Aceito,,,5
3869,Tapete,13/04/2023,15/04/2023,2,Rejeitado,Insatisfação com Qualidade,3,2
3870,Mesa de jantar,13/04/2023,16/04/2023,3,Rejeitado,Defeito no produto,4,1
3871,Cadeira de escritório,13/04/2023,17/04/2023,4,Aceito,,,3
3872,Tapete,14/04/2023,17/04/2023,3,Aceito,,,5
3873,Quadro decorativo,14/04/2023,20/04/2023,6,Aceito,,,5
3874,Estante,14/04/2023,22/04/2023,8,Aceito,,,4
3875,Cama,14/04/2023,16/04/2023,2,Aceito,,,4
3876,Cama,15/04/2023,17/04/2023,2,Rejeitado,Não conformidade,2,5
3877,Tapete,16/04/2023,20/04/2023,4,Rejeitado,Defeito no produto,3,2
3878,Cadeira de escritório,16/04/2023,18/04/2023,2,Aceito,,,5
3879,Tapete,16/04/2023,20/04/2023,4,Rejeitado,Defeito no produto,3,1
3880,Mesa de jantar,17/04/2023,25/04/2023,8,Aceito,,,5
3881,Armário,17/04/2023,22/04/2023,5,Rejeitado,Danificado durante o transporte,5,2
3882,Tapete,17/04/2023,19/04/2023,2,Rejeitado,Danificado durante o transporte,6,2
3883,Cadeira de escritório,18/04/2023,20/04/2023,2,Rejeitado,Danificado durante o transporte,5,1
3884,Cortina,18/04/2023,22/04/2023,4,Rejeitado,Danificado durante o transporte,2,5
3885,Tapete,19/04/2023,23/04/2023,4,Aceito,,,3
3886,Estante,20/04/2023,24/04/2023,4,Aceito,,,5
3887,Luminária,21/04/2023,25/04/2023,4,Aceito,,,4
3888,Cadeira de escritório,21/04/2023,23/04/2023,2,Rejeitado,Defeito no produto,6,2
3889,Armário,21/04/2023,28/04/2023,7,Aceito,,,5
3890,Cadeira de escritório,22/04/2023,26/04/2023,4,Aceito,,,4
3891,Luminária,22/04/2023,29/04/2023,7,Aceito,,,4
3892,Armário,23/04/2023,27/04/2023,4,Rejeitado,Danificado durante o transporte,5,2
3893,Cama,24/04/2023,27/04/2023,3,Aceito,,,5
3894,Quadro decorativo,24/04/2023,25/04/2023,1,Aceito,,,5
3895,Luminária,24/04/2023,26/04/2023,2,Aceito,,,4
3896,Luminária,24/04/2023,28/04/2023,4,Aceito,,,5
3897,Sofá,24/04/2023,28/04/2023,4,Rejeitado,Insatisfação com Qualidade,6,2
3898,Sofá,24/04/2023,01/05/2023,7,Rejeitado,Insatisfação com Qualidade,3,2
3899,Mesa de jantar,24/04/2023,26/04/2023,2,Aceito,,,5
3900,Tapete,24/04/2023,27/04/2023,3,Aceito,,,5
3901,Mesa de jantar,25/04/2023,28/04/2023,3,Aceito,,,5
3902,Sofá,25/04/2023,28/04/2023,3,Aceito,,,3
3903,Cortina,25/04/2023,26/04/2023,1,Aceito,,,4
3904,Cama,25/04/2023,28/04/2023,3,Aceito,,,5
3905,Mesa de jantar,25/04/2023,28/04/2023,3,Aceito,,,3
3906,Estante,26/04/2023,01/05/2023,5,Aceito,,,5
3907,Cortina,26/04/2023,01/05/2023,5,Aceito,,,3
3908,Luminária,26/04/2023,28/04/2023,2,Aceito,,,5
3909,Luminária,26/04/2023,30/04/2023,4,Aceito,,,5
3910,Cortina,28/04/2023,29/04/2023,1,Aceito,,,3
3911,Mesa de jantar,28/04/2023,05/05/2023,7,Aceito,,,3
3912,Armário,28/04/2023,30/04/2023,2,Rejeitado,Defeito no produto,6,2
3913,Cadeira de escritório,28/04/2023,01/05/2023,3,Aceito,,,5
3914,Tapete,29/04/2023,02/05/2023,3,Rejeitado,Danificado durante o transporte,6,2
3915,Mesa de jantar,29/04/2023,02/05/2023,3,Aceito,,,5
3916,Luminária,29/04/2023,01/05/2023,2,Aceito,,,4
3917,Mesa de jantar,29/04/2023,02/05/2023,3,Aceito,,,5
3918,Mesa de jantar,30/04/2023,05/05/2023,5,Aceito,,,4
3919,Cortina,01/05/2023,03/05/2023,2,Aceito,,,4
3920,Cama,01/05/2023,09/05/2023,8,Aceito,,,5
3921,Quadro decorativo,02/05/2023,07/05/2023,5,Aceito,,,4
3922,Cadeira de escritório,02/05/2023,05/05/2023,3,Rejeitado,Danificado durante o transporte,1,1
3923,Cortina,02/05/2023,06/05/2023,4,Aceito,,,5
3924,Cadeira de escritório,02/05/2023,04/05/2023,2,Aceito,,,5
3925,Quadro decorativo,02/05/2023,05/05/2023,3,Aceito,,,4
3926,Armário,02/05/2023,04/05/2023,2,Aceito,,,4
3927,Armário,02/05/2023,09/05/2023,7,Aceito,,,4
3928,Cadeira de escritório,03/05/2023,07/05/2023,4,Aceito,,,5
3929,Cortina,03/05/2023,06/05/2023,3,Aceito,,,4
3930,Cadeira de escritório,03/05/2023,06/05/2023,3,Aceito,,,5
3931,Estante,03/05/2023,06/05/2023,3,Aceito,,,5
3932,Cama,03/05/2023,05/05/2023,2,Rejeitado,Danificado durante o transporte,1,5
3933,Estante,04/05/2023,07/05/2023,3,Aceito,,,5
3934,Cadeira de escritório,04/05/2023,07/05/2023,3,Aceito,,,4
3935,Mesa de jantar,04/05/2023,08/05/2023,4,Rejeitado,Danificado durante o transporte,6,2
3936,Cadeira de escritório,05/05/2023,06/05/2023,1,Aceito,,,5
3937,Tapete,05/05/2023,12/05/2023,7,Aceito,,,5
3938,Luminária,05/05/2023,07/05/2023,2,Aceito,,,5
3939,Tapete,05/05/2023,07/05/2023,2,Rejeitado,Não conformidade,5,2
3940,Estante,06/05/2023,09/05/2023,3,Aceito,,,5
3941,Cama,06/05/2023,11/05/2023,5,Aceito,,,3
3942,Cama,06/05/2023,08/05/2023,2,Aceito,,,3
3943,Sofá,07/05/2023,09/05/2023,2,Aceito,,,5
3944,Armário,07/05/2023,14/05/2023,7,Aceito,,,5
3945,Cortina,08/05/2023,12/05/2023,4,Rejeitado,Defeito no produto,4,5
3946,Armário,08/05/2023,10/05/2023,2,Rejeitado,Danificado durante o transporte,4,1
3947,Quadro decorativo,08/05/2023,12/05/2023,4,Rejeitado,Defeito no produto,1,2
3948,Cortina,08/05/2023,13/05/2023,5,Aceito,,,3
3949,Luminária,08/05/2023,09/05/2023,1,Aceito,,,4
3950,Tapete,08/05/2023,11/05/2023,3,Aceito,,,3
3951,Luminária,08/05/2023,14/05/2023,6,Aceito,,,5
3952,Cama,08/05/2023,09/05/2023,1,Aceito,,,5
3953,Armário,09/05/2023,12/05/2023,3,Aceito,,,3
3954,Estante,09/05/2023,13/05/2023,4,Aceito,,,3
3955,Armário,09/05/2023,11/05/2023,2,Aceito,,,4
3956,Estante,10/05/2023,12/05/2023,2,Aceito,,,5
3957,Luminária,10/05/2023,13/05/2023,3,Rejeitado,Defeito no produto,4,2
3958,Quadro decorativo,10/05/2023,16/05/2023,6,Aceito,,,5
3959,Sofá,10/05/2023,12/05/2023,2,Aceito,,,5
3960,Quadro decorativo,10/05/2023,16/05/2023,6,Aceito,,,5
3961,Quadro decorativo,11/05/2023,15/05/2023,4,Rejeitado,Danificado durante o transporte,1,2
3962,Mesa de jantar,11/05/2023,15/05/2023,4,Aceito,,,5
3963,Luminária,11/05/2023,14/05/2023,3,Rejeitado,Defeito no produto,4,1
3964,Armário,11/05/2023,15/05/2023,4,Aceito,,,5
3965,Armário,11/05/2023,14/05/2023,3,Rejeitado,Defeito no produto,4,1
3966,Estante,12/05/2023,16/05/2023,4,Aceito,,,3
3967,Cama,12/05/2023,15/05/2023,3,Aceito,,,4
3968,Quadro decorativo,12/05/2023,16/05/2023,4,Rejeitado,Defeito no produto,1,2
3969,Quadro decorativo,13/05/2023,21/05/2023,8,Aceito,,,5
3970,Armário,14/05/2023,16/05/2023,2,Aceito,,,5
3971,Armário,14/05/2023,18/05/2023,4,Rejeitado,Não conformidade,6,1
3972,Quadro decorativo,14/05/2023,19/05/2023,5,Aceito,,,5
3973,Cadeira de escritório,14/05/2023,17/05/2023,3,Aceito,,,3
3974,Luminária,14/05/2023,17/05/2023,3,Aceito,,,5
3975,Luminária,15/05/2023,18/05/2023,3,Rejeitado,Não conformidade,4,1
3976,Sofá,15/05/2023,19/05/2023,4,Aceito,,,5
3977,Estante,15/05/2023,17/05/2023,2,Aceito,,,4
3978,Cama,16/05/2023,18/05/2023,2,Rejeitado,Não conformidade,4,5
3979,Estante,16/05/2023,19/05/2023,3,Aceito,,,5
3980,Estante,16/05/2023,18/05/2023,2,Aceito,,,5
3981,Quadro decorativo,17/05/2023,18/05/2023,1,Aceito,,,3
3982,Mesa de jantar,17/05/2023,22/05/2023,5,Rejeitado,Insatisfação com Qualidade,4,2
3983,Sofá,17/05/2023,23/05/2023,6,Aceito,,,4
3984,Sofá,18/05/2023,20/05/2023,2,Aceito,,,5
3985,Quadro decorativo,18/05/2023,22/05/2023,4,Aceito,,,5
3986,Quadro decorativo,19/05/2023,23/05/2023,4,Rejeitado,Defeito no produto,6,1
3987,Estante,19/05/2023,25/05/2023,6,Aceito,,,5
3988,Luminária,19/05/2023,23/05/2023,4,Aceito,,,5
3989,Tapete,19/05/2023,21/05/2023,2,Aceito,,,5
3990,Sofá,20/05/2023,22/05/2023,2,Aceito,,,5
3991,Tapete,20/05/2023,22/05/2023,2,Aceito,,,5
3992,Tapete,20/05/2023,24/05/2023,4,Aceito,,,3
3993,Quadro decorativo,21/05/2023,24/05/2023,3,Aceito,,,3
3994,Cadeira de escritório,21/05/2023,24/05/2023,3,Aceito,,,3
3995,Estante,21/05/2023,28/05/2023,7,Aceito,,,5
3996,Cadeira de escritório,22/05/2023,25/05/2023,3,Aceito,,,5
3997,Cama,23/05/2023,28/05/2023,5,Rejeitado,Defeito no produto,5,5
3998,Cadeira de escritório,23/05/2023,29/05/2023,6,Rejeitado,Danificado durante o transporte,4,1
3999,Luminária,23/05/2023,26/05/2023,3,Rejeitado,Danificado durante o transporte,4,1
4000,Cama,23/05/2023,24/05/2023,1,Aceito,,,5
4001,Armário,23/05/2023,26/05/2023,3,Aceito,,,5
4002,Cortina,23/05/2023,27/05/2023,4,Aceito,,,5
4003,Cortina,23/05/2023,26/05/2023,3,Aceito,,,3
4004,Sofá,24/05/2023,29/05/2023,5,Aceito,,,5
4005,Cortina,24/05/2023,27/05/2023,3,Rejeitado,Não conformidade,6,5
4006,Quadro decorativo,24/05/2023,31/05/2023,7,Aceito,,,4
4007,Cama,24/05/2023,28/05/2023,4,Aceito,,,4
4008,Armário,25/05/2023,29/05/2023,4,Rejeitado,Danificado durante o transporte,2,2
4009,Armário,25/05/2023,30/05/2023,5,Aceito,,,4
4010,Cadeira de escritório,26/05/2023,30/05/2023,4,Aceito,,,4
4011,Cadeira de escritório,26/05/2023,01/06/2023,6,Aceito,,,5
4012,Estante,26/05/2023,01/06/2023,6,Aceito,,,4
4013,Sofá,26/05/2023,30/05/2023,4,Rejeitado,Danificado durante o transporte,4,2
4014,Tapete,26/05/2023,31/05/2023,5,Rejeitado,Não conformidade,1,2
4015,Sofá,27/05/2023,31/05/2023,4,Aceito,,,4
4016,Armário,27/05/2023,01/06/2023,5,Aceito,,,5
4017,Mesa de jantar,28/05/2023,01/06/2023,4,Aceito,,,5
4018,Luminária,28/05/2023,01/06/2023,4,Aceito,,,5
4019,Estante,28/05/2023,03/06/2023,6,Aceito,,,5
4020,Luminária,29/05/2023,02/06/2023,4,Aceito,,,4
4021,Luminária,29/05/2023,02/06/2023,4,Aceito,,,5
4022,Cadeira de escritório,30/05/2023,02/06/2023,3,Aceito,,,4
4023,Armário,30/05/2023,02/06/2023,3,Aceito,,,3
4024,Luminária,30/05/2023,01/06/2023,2,Aceito,,,5
4025,Armário,31/05/2023,06/06/2023,6,Aceito,,,5
4026,Cadeira de escritório,31/05/2023,02/06/2023,2,Aceito,,,5
4027,Estante,01/06/2023,05/06/2023,4,Aceito,,,4
4028,Cadeira de escritório,01/06/2023,05/06/2023,4,Aceito,,,5
4029,Armário,02/06/2023,05/06/2023,3,Rejeitado,Danificado durante o transporte,6,1
4030,Cama,02/06/2023,05/06/2023,3,Rejeitado,Defeito no produto,4,5
4031,Quadro decorativo,02/06/2023,05/06/2023,3,Aceito,,,5
4032,Sofá,03/06/2023,09/06/2023,6,Rejeitado,Defeito no produto,4,1
4033,Tapete,03/06/2023,11/06/2023,8,Rejeitado,Não conformidade,4,2
4034,Cama,03/06/2023,05/06/2023,2,Aceito,,,5
4035,Quadro decorativo,03/06/2023,05/06/2023,2,Rejeitado,Danificado durante o transporte,4,2
4036,Mesa de jantar,04/06/2023,05/06/2023,1,Rejeitado,Defeito no produto,5,1
4037,Mesa de jantar,04/06/2023,06/06/2023,2,Aceito,,,4
4038,Armário,04/06/2023,08/06/2023,4,Aceito,,,3
4039,Sofá,04/06/2023,07/06/2023,3,Aceito,,,4
4040,Cadeira de escritório,04/06/2023,12/06/2023,8,Aceito,,,5
4041,Cadeira de escritório,04/06/2023,10/06/2023,6,Rejeitado,Defeito no produto,1,1
4042,Cadeira de escritório,05/06/2023,09/06/2023,4,Rejeitado,Defeito no produto,1,1
4043,Cortina,05/06/2023,06/06/2023,1,Aceito,,,5
4044,Armário,05/06/2023,09/06/2023,4,Aceito,,,5
4045,Mesa de jantar,05/06/2023,07/06/2023,2,Aceito,,,5
4046,Cortina,05/06/2023,08/06/2023,3,Rejeitado,Danificado durante o transporte,3,5
4047,Armário,05/06/2023,07/06/2023,2,Rejeitado,Defeito no produto,6,1
4048,Mesa de jantar,05/06/2023,07/06/2023,2,Aceito,,,5
4049,Estante,05/06/2023,09/06/2023,4,Rejeitado,Danificado durante o transporte,2,2
4050,Estante,06/06/2023,09/06/2023,3,Aceito,,,5
4051,Sofá,06/06/2023,10/06/2023,4,Rejeitado,Não conformidade,4,1
4052,Mesa de jantar,07/06/2023,14/06/2023,7,Aceito,,,5
4053,Armário,07/06/2023,10/06/2023,3,Aceito,,,5
4054,Quadro decorativo,07/06/2023,13/06/2023,6,Aceito,,,5
4055,Luminária,08/06/2023,12/06/2023,4,Aceito,,,4
4056,Mesa de jantar,09/06/2023,11/06/2023,2,Aceito,,,5
4057,Cortina,09/06/2023,12/06/2023,3,Aceito,,,3
4058,Tapete,09/06/2023,13/06/2023,4,Aceito,,,5
4059,Estante,10/06/2023,15/06/2023,5,Aceito,,,5
4060,Cadeira de escritório,10/06/2023,13/06/2023,3,Rejeitado,Danificado durante o transporte,3,2
4061,Tapete,11/06/2023,16/06/2023,5,Aceito,,,4
4062,Cortina,11/06/2023,18/06/2023,7,Aceito,,,4
4063,Armário,12/06/2023,13/06/2023,1,Aceito,,,5
4064,Cama,12/06/2023,18/06/2023,6,Aceito,,,5
4065,Cortina,12/06/2023,15/06/2023,3,Aceito,,,5
4066,Quadro decorativo,12/06/2023,14/06/2023,2,Aceito,,,5
4067,Mesa de jantar,12/06/2023,16/06/2023,4,Rejeitado,Defeito no produto,1,2
4068,Armário,13/06/2023,17/06/2023,4,Aceito,,,4
4069,Cama,13/06/2023,21/06/2023,8,Rejeitado,Danificado durante o transporte,5,5
4070,Cortina,13/06/2023,19/06/2023,6,Aceito,,,5
4071,Cortina,14/06/2023,17/06/2023,3,Aceito,,,5
4072,Cadeira de escritório,14/06/2023,17/06/2023,3,Rejeitado,Defeito no produto,2,1
4073,Tapete,14/06/2023,18/06/2023,4,Aceito,,,5
4074,Luminária,14/06/2023,19/06/2023,5,Aceito,,,5
4075,Estante,14/06/2023,15/06/2023,1,Aceito,,,5
4076,Quadro decorativo,15/06/2023,23/06/2023,8,Aceito,,,5
4077,Armário,15/06/2023,21/06/2023,6,Aceito,,,5
4078,Mesa de jantar,15/06/2023,18/06/2023,3,Rejeitado,Não conformidade,2,1
4079,Sofá,16/06/2023,19/06/2023,3,Aceito,,,5
4080,Sofá,16/06/2023,24/06/2023,8,Aceito,,,4
4081,Cadeira de escritório,16/06/2023,20/06/2023,4,Aceito,,,5
4082,Cama,16/06/2023,19/06/2023,3,Aceito,,,4
4083,Cama,16/06/2023,23/06/2023,7,Aceito,,,5
4084,Armário,16/06/2023,20/06/2023,4,Aceito,,,3
4085,Estante,17/06/2023,22/06/2023,5,Aceito,,,5
4086,Cortina,17/06/2023,19/06/2023,2,Rejeitado,Defeito no produto,2,5
4087,Cortina,17/06/2023,21/06/2023,4,Aceito,,,4
4088,Sofá,18/06/2023,24/06/2023,6,Aceito,,,4
4089,Cadeira de escritório,18/06/2023,21/06/2023,3,Aceito,,,5
4090,Luminária,18/06/2023,20/06/2023,2,Aceito,,,5
4091,Mesa de jantar,19/06/2023,25/06/2023,6,Aceito,,,5
4092,Cortina,19/06/2023,21/06/2023,2,Aceito,,,3
4093,Armário,19/06/2023,24/06/2023,5,Aceito,,,3
4094,Tapete,20/06/2023,24/06/2023,4,Aceito,,,5
4095,Luminária,21/06/2023,25/06/2023,4,Aceito,,,4
4096,Luminária,21/06/2023,25/06/2023,4,Aceito,,,5
4097,Sofá,21/06/2023,25/06/2023,4,Aceito,,,3
4098,Cadeira de escritório,21/06/2023,25/06/2023,4,Aceito,,,4
4099,Estante,21/06/2023,22/06/2023,1,Aceito,,,5
4100,Quadro decorativo,21/06/2023,24/06/2023,3,Aceito,,,5
4101,Estante,22/06/2023,26/06/2023,4,Rejeitado,Danificado durante o transporte,6,1
4102,Mesa de jantar,23/06/2023,27/06/2023,4,Rejeitado,Danificado durante o transporte,5,2
4103,Estante,23/06/2023,27/06/2023,4,Rejeitado,Não conformidade,3,2
4104,Quadro decorativo,24/06/2023,30/06/2023,6,Aceito,,,5
4105,Armário,24/06/2023,27/06/2023,3,Aceito,,,5
4106,Estante,24/06/2023,27/06/2023,3,Rejeitado,Danificado durante o transporte,2,1
4107,Armário,25/06/2023,03/07/2023,8,Rejeitado,Não conformidade,2,2
4108,Cadeira de escritório,25/06/2023,27/06/2023,2,Rejeitado,Defeito no produto,6,1
4109,Mesa de jantar,26/06/2023,01/07/2023,5,Rejeitado,Danificado durante o transporte,5,1
4110,Cadeira de escritório,27/06/2023,29/06/2023,2,Aceito,,,4
4111,Estante,27/06/2023,29/06/2023,2,Rejeitado,Insatisfação com Qualidade,5,2
4112,Cadeira de escritório,28/06/2023,02/07/2023,4,Rejeitado,Danificado durante o transporte,6,1
4113,Luminária,28/06/2023,06/07/2023,8,Aceito,,,5
4114,Cadeira de escritório,28/06/2023,01/07/2023,3,Aceito,,,5
4115,Quadro decorativo,28/06/2023,05/07/2023,7,Aceito,,,4
4116,Tapete,28/06/2023,01/07/2023,3,Aceito,,,4
4117,Estante,28/06/2023,03/07/2023,5,Aceito,,,5
4118,Cama,29/06/2023,01/07/2023,2,Rejeitado,Danificado durante o transporte,4,5
4119,Estante,29/06/2023,02/07/2023,3,Aceito,,,5
4120,Quadro decorativo,29/06/2023,02/07/2023,3,Aceito,,,4
4121,Quadro decorativo,29/06/2023,04/07/2023,5,Aceito,,,5
4122,Armário,29/06/2023,06/07/2023,7,Aceito,,,5
4123,Sofá,30/06/2023,03/07/2023,3,Aceito,,,4
4124,Estante,01/07/2023,04/07/2023,3,Aceito,,,5
4125,Cadeira de escritório,01/07/2023,04/07/2023,3,Rejeitado,Defeito no produto,1,2
4126,Tapete,02/07/2023,06/07/2023,4,Aceito,,,5
4127,Cadeira de escritório,02/07/2023,05/07/2023,3,Aceito,,,4
4128,Tapete,03/07/2023,08/07/2023,5,Aceito,,,3
4129,Cortina,03/07/2023,07/07/2023,4,Rejeitado,Danificado durante o transporte,5,5
4130,Cama,04/07/2023,08/07/2023,4,Rejeitado,Não conformidade,3,1
4131,Luminária,04/07/2023,07/07/2023,3,Aceito,,,4
4132,Cadeira de escritório,04/07/2023,11/07/2023,7,Aceito,,,3
4133,Tapete,05/07/2023,09/07/2023,4,Aceito,,,5
4134,Estante,05/07/2023,08/07/2023,3,Aceito,,,4
4135,Luminária,05/07/2023,08/07/2023,3,Aceito,,,4
4136,Tapete,05/07/2023,08/07/2023,3,Rejeitado,Defeito no produto,3,2
4137,Quadro decorativo,05/07/2023,13/07/2023,8,Rejeitado,Defeito no produto,3,2
4138,Quadro decorativo,06/07/2023,11/07/2023,5,Rejeitado,Danificado durante o transporte,3,1
4139,Mesa de jantar,07/07/2023,09/07/2023,2,Aceito,,,5
4140,Tapete,07/07/2023,14/07/2023,7,Aceito,,,3
4141,Armário,07/07/2023,11/07/2023,4,Aceito,,,4
4142,Sofá,08/07/2023,10/07/2023,2,Aceito,,,5
4143,Armário,08/07/2023,12/07/2023,4,Aceito,,,3
4144,Luminária,08/07/2023,13/07/2023,5,Aceito,,,5
4145,Mesa de jantar,08/07/2023,14/07/2023,6,Aceito,,,5
4146,Estante,08/07/2023,11/07/2023,3,Rejeitado,Defeito no produto,3,1
4147,Sofá,08/07/2023,15/07/2023,7,Aceito,,,4
4148,Tapete,08/07/2023,11/07/2023,3,Rejeitado,Defeito no produto,3,2
4149,Cortina,09/07/2023,12/07/2023,3,Aceito,,,5
4150,Tapete,09/07/2023,12/07/2023,3,Aceito,,,5
